-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551,-551
1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159,1159
-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523,-523
1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110
-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762,-1762
2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973,2973
-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966,-966
1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037
-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262,-262
1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589
-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860,-1860
-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666,-1666
2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635,2635
