-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0,-722.0
-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0,-1127.0
2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0,2959.0
2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0
907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0
2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0,2558.0
-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0,-1986.0
-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0,-3046.0
1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0,1246.0
246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0,246.0
