937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937,937
-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292,-1292
867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867,867
-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419,-1419
-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951,-1951
-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788,-788
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225
2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558,2558
1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495,1495
-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114,-2114
-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983,-2983
-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238,-2238
2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502
1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033
-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317,-2317
2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761,2761
-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284,-2284
-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46
-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832,-832
-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180,-180
-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647,-2647
-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020,-1020
-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413,-1413
-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524,-1524
2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686,2686
-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805,-2805
2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437,2437
-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789,-789
975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975
2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722,2722
-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435,-2435
1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112
-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525,-525
-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329,-2329
-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49,-49
-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231,-231
2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262,2262
